yarrowiacyc,Row Labels,Description,UniProt,UniProt Gene Name,CLB22 Gene Name,CLB22 GO (biological process),,CLB22 GO (cellular component),CLB22 GO (molecular function),WT_A,WT_B,WT_C,WT_D,F174_A,F174_B,F174_D,F174_E,UVF4_A,UVF4_B,UVF4_C,UVF4_D,UVF4_E,p,q,nWT,nF174,nUVF4,log2FoldChange(F174/WT),log2FoldChange(UVF4/WT),log2FoldChange(UVF4/F174),PresentOnlyWT,PresentOnlyF174,PresentOnlyUVF4,AbsentOnlyWT,AbsentOnlyF174,AbsentOnlyUVF4,Pass pq,Pass FoldChange,PassUniquePresence,PassUniqueAbsence,PassOverall,pq WT vs F174,Similarity_Yarlip1.to.yarrowiacyc,Similarity_yarrowiacyc.to.Yarlip1
"G1FV3-26019-MONOMER	",jgi|Yarlip1|101158|estExt_Genewise1.C_6_t20001,jgi|Yarlip1|101158|estExt_Genewise1.C_6_t20001,Q6C2D2,YALI0F08855g,YALI0F08855p,activation of protein kinase activity [GO:0032147]; regulation of apoptotic process [GO:0042981]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098],,cytoplasm [GO:0005737],ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],29.857034,29.74896799,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,
"G1FV3-25584-MONOMER	",jgi|Yarlip1|125401|fgenesh1_kg.4_#_877_#_TRINITY_DN584_c0_g1_i1,jgi|Yarlip1|125401|fgenesh1_kg.4_#_877_#_TRINITY_DN584_c0_g1_i1,B5FVG7,YALI0E34540g,YALI0E34540p,aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex IV assembly [GO:0033617],,mitochondrial intermembrane space [GO:0005758],0,30.67830961,28.99798072,30.13524692,28.05940817,28.91287897,26.98141712,3,0,3,-1.952610996,0,0,0,0,1,0,0,0,0,1,1,1,100,100,,,,,,,,,,,
"G1FV3-24222-MONOMER	",jgi|Yarlip1|125770|fgenesh1_kg.5_#_323_#_TRINITY_DN1185_c0_g2_i1,jgi|Yarlip1|125770|fgenesh1_kg.5_#_323_#_TRINITY_DN1185_c0_g2_i1,Q6C712,RRD2,Serine/threonine-protein phosphatase 2A activator 2 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-2) (PPIase PTPA-2) (Rotamase PTPA-2) (Phosphotyrosyl phosphatase activator 2),0,,cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159],peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein tyrosine phosphatase activator activity [GO:0008160],30.23432172,30.0115866,30.43440037,30.19577657,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,100,100,,,,,,,,,,,,,,
"G1FV3-26154-MONOMER	",jgi|Yarlip1|101442|estExt_Genewise1.C_6_t20291,jgi|Yarlip1|101442|estExt_Genewise1.C_6_t20291,Q6C204,YALI0F11913g,YALI0F11913p,cytogamy [GO:0000755]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750],,integral component of plasma membrane [GO:0005887],mating-type factor pheromone receptor activity [GO:0004932],25.41406194,25.68616216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,
"G1FV3-27693-MONOMER	",jgi|Yarlip1|101815|estExt_Genewise1.C_7_t10377,jgi|Yarlip1|101815|estExt_Genewise1.C_7_t10377,Q6C948,YALI0D14102g,YALI0D14102p,"mRNA splicing, via spliceosome [GO:0000398]",,catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; post-mRNA release spliceosomal complex [GO:0071014]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682],RNA binding [GO:0003723],31.58101787,32.77201823,32.87870139,33.37344934,32.86468749,32.1164749,31.51446323,33.02973228,33.41358111,32.23643321,32.96416536,32.99016918,33.24528775,0.412517913,0.416821575,4,4,5,-0.269957235,0.318630615,0.58858785,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-30573-MONOMER	",jgi|Yarlip1|102238|estExt_Genewise1.C_80211,jgi|Yarlip1|102238|estExt_Genewise1.C_80211,Q6CHX5,YALI0A03773g,YALI0A03773p,0,,nucleolus [GO:0005730]; preribosome [GO:0030684],RNA binding [GO:0003723],32.78211389,32.45057547,31.30477087,31.50879061,29.26046785,33.1137565,31.52710113,32.10422109,30.90700244,31.95392598,32.01156327,32.37921492,30.00463899,0.745485998,0.524962197,4,4,5,-0.510176067,-0.560293591,-0.050117524,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-30595-MONOMER	",jgi|Yarlip1|102261|estExt_Genewise1.C_80237,jgi|Yarlip1|102261|estExt_Genewise1.C_80237,Q6CHW2,YALI0A04301g,YALI0A04301p,0,,0,0,25.55112831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-27255-MONOMER	",jgi|Yarlip1|102586|estExt_Genewise1.C_9_t10119,jgi|Yarlip1|102586|estExt_Genewise1.C_9_t10119,Q6CAA3,YALI0D04554g,YALI0D04554p,0,,outer membrane [GO:0019867],0,36.65802826,36.62994041,36.62883426,36.47823944,36.29410643,36.18143714,36.50704577,36.74933054,36.44567595,36.16889928,36.7104768,36.03678468,36.27533469,0.230278737,0.341152395,4,4,5,-0.165780623,-0.271326312,-0.105545689,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-24459-MONOMER	",jgi|Yarlip1|126130|fgenesh1_kg.5_#_683_#_TRINITY_DN9929_c1_g1_i1,jgi|Yarlip1|126130|fgenesh1_kg.5_#_683_#_TRINITY_DN9929_c1_g1_i1,Q6C6F1,YALI0E10043g,YALI0E10043p,calcium-mediated signaling [GO:0019722],,cytoplasm [GO:0005737],calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597],30.51525942,30.3986646,24.4171242,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,100,100,,,,,,,,,,,,,,,
"G1FV3-27175-MONOMER	",jgi|Yarlip1|102755|estExt_Genewise1.C_9_t10293,jgi|Yarlip1|102755|estExt_Genewise1.C_9_t10293,Q6CAH8,YALI0D02651g,YALI0D02651p,0,,0,0,29.72356166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-24683-MONOMER	",jgi|Yarlip1|103009|estExt_Genewise1.C_10_t10041,jgi|Yarlip1|103009|estExt_Genewise1.C_10_t10041,Q6C5V1,YALI0E14971g,YALI0E14971p,0,,0,0,29.71744602,18.11106943,1,0,1,-11.60637659,0,0,0,0,0,0,0,0,0,0,0,0,99.63,99.63,,,,,,,,,,,,,,,
"G1FV3-24717-MONOMER	",jgi|Yarlip1|103083|estExt_Genewise1.C_10_t10115,jgi|Yarlip1|103083|estExt_Genewise1.C_10_t10115,Q6C5R9,YALI0E15708g,Malate synthase (EC 2.3.3.9),glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],,peroxisomal matrix [GO:0005782],malate synthase activity [GO:0004474],38.21560057,38.23324401,38.21995012,38.21704062,38.02871419,38.03765721,38.17142443,38.25798282,38.45547037,38.35718427,38.43971678,38.32201333,38.27749939,0.002493147,0.071818207,4,4,5,-0.097514165,0.148918,0.246432165,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-25813-MONOMER	",jgi|Yarlip1|126277|fgenesh1_kg.6_#_108_#_TRINITY_DN2658_c0_g1_i1,jgi|Yarlip1|126277|fgenesh1_kg.6_#_108_#_TRINITY_DN2658_c0_g1_i1,Q6C2X3,YALI0F04356g,YALI0F04356p,0,,0,ATP binding [GO:0005524],26.25165605,31.84677573,31.64035071,29.94209668,29.54257492,26.26556469,3,0,3,-1.329515405,0,0,0,0,1,0,0,0,0,1,1,1,100,100,,,,,,,,,,,
"G1FV3-25823-MONOMER	",jgi|Yarlip1|126292|fgenesh1_kg.6_#_123_#_TRINITY_DN11192_c0_g1_i1,jgi|Yarlip1|126292|fgenesh1_kg.6_#_123_#_TRINITY_DN11192_c0_g1_i1,Q6C2W5,YALI0F04576g,DNA primase large subunit (EC 2.7.7.-),double-strand break repair [GO:0006302],,alpha DNA polymerase:primase complex [GO:0005658]; nuclear envelope [GO:0005635],"4 iron, 4 sulfur cluster binding [GO:0051539]; DNA-directed DNA polymerase activity [GO:0003887]; DNA primase activity [GO:0003896]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]",29.07009637,27.34925234,27.79277957,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,100,100,,,,,,,,,,,,,,,
"G1FV3-24876-MONOMER	",jgi|Yarlip1|103435|estExt_Genewise1.C_10_t10489,jgi|Yarlip1|103435|estExt_Genewise1.C_10_t10489,Q6C5C1,YALI0E19338g,YALI0E19338p,0,,integral component of membrane [GO:0016021],ATP binding [GO:0005524]; cation-transporting ATPase activity [GO:0019829],22.2250862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-29148-MONOMER	",jgi|Yarlip1|103606|estExt_Genewise1.C_110025,jgi|Yarlip1|103606|estExt_Genewise1.C_110025,Q6CBE2,YALI0C19668g,YALI0C19668p,0,,cytoplasm [GO:0005737]; plasma membrane [GO:0005886],FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955],32.47796871,33.07294452,33.30707885,32.94822663,32.67702778,32.74447025,33.36788178,34.20289524,33.47644279,33.60885217,34.32293066,33.41317365,33.13237233,0.227519417,0.339186348,4,4,5,0.296514087,0.639199644,0.342685557,0,0,0,0,0,0,0,0,0,0,0,0,85.67,85.67
"G1FV3-29195-MONOMER	",jgi|Yarlip1|103686|estExt_Genewise1.C_110116,jgi|Yarlip1|103686|estExt_Genewise1.C_110116,Q6CBA2,CAP2,F-actin-capping protein subunit beta,actin cortical patch organization [GO:0044396]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; mitotic actomyosin contractile ring assembly [GO:1903475]; mitotic actomyosin contractile ring contraction [GO:1902404]; negative regulation of actin filament annealing [GO:0110055]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601],,actin body [GO:0099079]; actin cortical patch [GO:0030479]; actin filament [GO:0005884]; F-actin capping protein complex [GO:0008290]; mating projection tip [GO:0043332]; medial cortex [GO:0031097]; nucleus [GO:0005634],actin filament binding [GO:0051015],34.39724019,34.93170192,34.66529256,34.90586305,34.60083229,35.11619078,35.66224726,34.26776498,34.52747405,35.26822094,35.49254075,34.83099866,34.40566062,0.811633199,0.54046752,4,4,5,0.186734396,0.179954573,-0.006779823,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27817-MONOMER	",jgi|Yarlip1|126999|fgenesh1_kg.7_#_144_#_TRINITY_DN2892_c0_g2_i3,jgi|Yarlip1|126999|fgenesh1_kg.7_#_144_#_TRINITY_DN2892_c0_g2_i3,Q6C8T8,YALI0D17072g,Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase),cytidine deamination [GO:0009972]; deoxycytidine catabolic process [GO:0006217]; pyrimidine-containing compound salvage [GO:0008655],,cytosol [GO:0005829]; nucleus [GO:0005634],cytidine deaminase activity [GO:0004126]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270],27.19300536,26.08369113,24.79094184,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,100,100,,,,,,,,,,,,,,,
"G1FV3-28475-MONOMER	",jgi|Yarlip1|104102|estExt_Genewise1.C_120072,jgi|Yarlip1|104102|estExt_Genewise1.C_120072,Q6CD23,YALI0C04389g,YALI0C04389p,0,,integral component of membrane [GO:0016021],0,33.49142361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-28510-MONOMER	",jgi|Yarlip1|104159|estExt_Genewise1.C_120132,jgi|Yarlip1|104159|estExt_Genewise1.C_120132,Q6CCZ5,KAE1,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein KAE1) (tRNA threonylcarbamoyladenosine biosynthesis protein KAE1),"positive regulation of transcription by RNA polymerase II [GO:0045944]; telomere maintenance via recombination [GO:0000722]; transcription, DNA-templated [GO:0006351]; tRNA threonylcarbamoyladenosine modification [GO:0002949]",,cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nuclear chromatin [GO:0000790],chromatin DNA binding [GO:0031490]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711],27.70990858,31.19759375,1,0,1,3.487685166,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,
"G1FV3-28546-MONOMER	",jgi|Yarlip1|104216|estExt_Genewise1.C_120190,jgi|Yarlip1|104216|estExt_Genewise1.C_120190,Q6CCW2,YALI0C06039g,Proteasome endopeptidase complex (EC 3.4.25.1),proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]",threonine-type endopeptidase activity [GO:0004298],35.72170016,35.47734393,34.68504205,35.02156522,34.48462956,34.98275771,34.4558343,35.32805488,34.55997419,35.18712322,34.92787543,35.15581189,35.16464927,0.347318245,0.39314355,4,4,5,-0.413593722,-0.227326035,0.186267686,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"G1FV3-27641-MONOMER	",jgi|Yarlip1|127281|fgenesh1_kg.7_#_426_#_TRINITY_DN832_c0_g2_i1,jgi|Yarlip1|127281|fgenesh1_kg.7_#_426_#_TRINITY_DN832_c0_g2_i1,Q6C997,PPM1,Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein phosphatase methyltransferase 1) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1),C-terminal protein methylation [GO:0006481],,cytosol [GO:0005829],protein C-terminal leucine carboxyl O-methyltransferase activity [GO:0018423],26.41981041,23.96252256,26.70740927,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,100,100,,,,,,,,,,,,,,,
"G1FV3-30636-MONOMER	",jgi|Yarlip1|127631|fgenesh1_kg.8_#_269_#_TRINITY_DN6251_c0_g1_i1,jgi|Yarlip1|127631|fgenesh1_kg.8_#_269_#_TRINITY_DN6251_c0_g1_i1,Q6CHT2,YALI0A05247g,YALI0A05247p,activation of protein kinase activity [GO:0032147]; regulation of apoptotic process [GO:0042981]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098],,cytoplasm [GO:0005737],ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein serine/threonine kinase activity [GO:0004674],24.6061987,28.5005507,25.69264104,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,100,100,,,,,,,,,,,,,,,
"G1FV3-30385-MONOMER	",jgi|Yarlip1|104749|estExt_Genewise1.C_130380,jgi|Yarlip1|104749|estExt_Genewise1.C_130380,Q6CDM2,YALI0B22858g,YALI0B22858p,protein transport [GO:0015031],,0,0,25.01295081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-30399-MONOMER	",jgi|Yarlip1|104787|estExt_Genewise1.C_130418,jgi|Yarlip1|104787|estExt_Genewise1.C_130418,Q6CDK9,YALI0B23144g,YALI0B23144p,"meiotic sister chromatid cohesion, centromeric [GO:0051754]; mitotic spindle assembly checkpoint [GO:0007094]",,condensed nuclear chromosome kinetochore [GO:0000778],ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674],32.12416962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,,,,,,,,,,,,,,,
"G1FV3-31224-MONOMER	",jgi|Yarlip1|104987|estExt_Genewise1.C_140177,jgi|Yarlip1|104987|estExt_Genewise1.C_140177,Q6CGH1,YALI0A19426g,YALI0A19426p,cell redox homeostasis [GO:0045454],,cell [GO:0005623],peroxiredoxin activity [GO:0051920],39.78959327,39.6665286,39.87999529,39.84211761,39.65991154,39.83553049,39.67940113,39.90871172,39.65874674,39.63938159,39.73277259,39.73675351,39.48031828,0.135407977,0.280342865,4,4,5,-0.02366997,-0.144964146,-0.121294176,0,0,0,0,0,0,0,0,0,0,0,0,100,100
